,TV,Radio,Newspaper,Sales
6000,232.1,8.6,8.7,13.4
6001,230.1,37.8,69.2,22.1
6002,44.5,39.3,45.1,10.4
6003,17.2,45.9,69.3,9.3
6004,151.5,41.3,58.5,18.5
6005,180.8,10.8,58.4,12.9
6006,8.7,48.9,75,7.2
6007,57.5,32.8,23.5,11.8
6008,120.2,19.6,11.6,13.2
6009,8.6,2.1,1,4.8
6010,199.8,2.6,21.2,10.6
6011,66.1,5.8,24.2,8.6
6012,214.7,24,4,17.4
6013,23.8,35.1,65.9,9.2
6014,97.5,7.6,7.2,9.7
6015,204.1,32.9,46,19
6016,195.4,47.7,52.9,22.4
6017,67.8,36.6,114,12.5
6018,281.4,39.6,55.8,24.4
6019,69.2,20.5,18.3,11.3
6020,147.3,23.9,19.1,14.6
6021,218.4,27.7,53.4,18
6022,237.4,5.1,23.5,12.5
6023,13.2,15.9,49.6,5.6
6024,228.3,16.9,26.2,15.5
6025,62.3,12.6,18.3,9.7
6026,262.9,3.5,19.5,12
6027,142.9,29.3,12.6,15
6028,240.1,16.7,22.9,15.9
6029,248.8,27.1,22.9,18.9
6030,70.6,16,40.8,10.5
6031,292.9,28.3,43.2,21.4
6032,112.9,17.4,38.6,11.9
6033,97.2,1.5,30,9.6
6034,265.6,20,0.3,17.4
6035,95.7,1.4,7.4,9.5
6036,290.7,4.1,8.5,12.8
6037,266.9,43.8,5,25.4
6038,74.7,49.4,45.7,14.7
6039,43.1,26.7,35.1,10.1
6040,228,37.7,32,21.5
6041,202.5,22.3,31.6,16.6
6042,177,33.4,38.7,17.1
6043,293.6,27.7,1.8,20.7
6044,206.9,8.4,26.4,12.9
6045,25.1,25.7,43.3,8.5
6046,175.1,22.5,31.5,14.9
6047,89.7,9.9,35.7,10.6
6048,239.9,41.5,18.5,23.2
6049,227.2,15.8,49.9,14.8
6050,66.9,11.7,36.8,9.7
6051,199.8,3.1,34.6,11.4
6052,100.4,9.6,3.6,10.7
6053,216.4,41.7,39.6,22.6
6054,182.6,46.2,58.7,21.2
6055,262.7,28.8,15.9,20.2
6056,198.9,49.4,60,23.7
6057,7.3,28.1,41.4,5.5
6058,136.2,19.2,16.6,13.2
6059,210.8,49.6,37.7,23.8
6060,210.7,29.5,9.3,18.4
6061,53.5,2,21.4,8.1
6062,261.3,42.7,54.7,24.2
6063,239.3,15.5,27.3,15.7
6064,102.7,29.6,8.4,14
6065,131.1,42.8,28.9,18
6066,69,9.3,0.9,9.3
6067,31.5,24.6,2.2,9.5
6068,139.3,14.5,10.2,13.4
6069,237.4,27.5,11,18.9
6070,216.8,43.9,27.2,22.3
6071,199.1,30.6,38.7,18.3
6072,109.8,14.3,31.7,12.4
6073,26.8,33,19.3,8.8
6074,129.4,5.7,31.3,11
6075,213.4,24.6,13.1,17
6076,16.9,43.7,89.4,8.7
6077,27.5,1.6,20.7,6.9
6078,120.5,28.5,14.2,14.2
6079,5.4,29.9,9.4,5.3
6080,116,7.7,23.1,11
6081,76.4,26.7,22.3,11.8
6082,239.8,4.1,36.9,12.3
6083,75.3,20.3,32.5,11.3
6084,68.4,44.5,35.6,13.6
6085,213.5,43,33.8,21.7
6086,193.2,18.4,65.7,15.2
6087,76.3,27.5,16,12
6088,110.7,40.6,63.2,16
6089,88.3,25.5,73.4,12.9
6090,109.8,47.8,51.4,16.7
6091,134.3,4.9,9.3,11.2
6092,28.6,1.5,33,7.3
6093,217.7,33.5,59,19.4
6094,250.9,36.5,72.3,22.2
6095,107.4,14,10.9,11.5
6096,163.3,31.6,52.9,16.9
6097,197.6,3.5,5.9,11.7
6098,184.9,21,22,15.5
6099,289.7,42.3,51.2,25.4
6100,135.2,41.7,45.9,17.2
6101,222.4,4.3,49.8,11.7
6102,296.4,36.3,100.9,23.8
6103,280.2,10.1,21.4,14.8
6104,187.9,17.2,17.9,14.7
6105,238.2,34.3,5.3,20.7
6106,137.9,46.4,59,19.2
6107,25,11,29.7,7.2
6108,90.4,0.3,23.2,8.7
6109,13.1,0.4,25.6,5.3
6110,255.4,26.9,5.5,19.8
6111,225.8,8.2,56.5,13.4
6112,241.7,38,23.2,21.8
6113,175.7,15.4,2.4,14.1
6114,209.6,20.6,10.7,15.9
6115,78.2,46.8,34.5,14.6
6116,75.1,35,52.7,12.6
6117,139.2,14.3,25.6,12.2
6118,76.4,0.8,14.8,9.4
6119,125.7,36.9,79.2,15.9
6120,19.4,16,22.3,6.6
6121,141.3,26.8,46.2,15.5
6122,18.8,21.7,50.4,7
6123,224,2.4,15.6,11.6
6124,123.1,34.6,12.4,15.2
6125,229.5,32.3,74.2,19.7
6126,87.2,11.8,25.9,10.6
6127,7.8,38.9,50.6,6.6
6128,80.2,0,9.2,8.8
6129,220.3,49,3.2,24.7
6130,59.6,12,43.1,9.7
6131,0.7,39.6,8.7,1.6
6132,265.2,2.9,43,12.7
6133,8.4,27.2,2.1,5.7
6134,219.8,33.5,45.1,19.6
6135,36.9,38.6,65.6,10.8
6136,48.3,47,8.5,11.6
6137,25.6,39,9.3,9.5
6138,273.7,28.9,59.7,20.8
6139,43,25.9,20.5,9.6
6140,184.9,43.9,1.7,20.7
6141,73.4,17,12.9,10.9
6142,193.7,35.4,75.6,19.2
6143,220.5,33.2,37.9,20.1
6144,104.6,5.7,34.4,10.4
6145,96.2,14.8,38.9,11.4
6146,140.3,1.9,9,10.3
6147,240.1,7.3,8.7,13.2
6148,243.2,49,44.3,25.4
6149,38,40.3,11.9,10.9
6150,44.7,25.8,20.6,10.1
6151,280.7,13.9,37,16.1
6152,121,8.4,48.7,11.6
6153,197.6,23.3,14.2,16.6
6154,171.3,39.7,37.7,19
6155,187.8,21.1,9.5,15.6
6156,4.1,11.6,5.7,3.2
6157,93.9,43.5,50.5,15.3
6158,149.8,1.3,24.3,10.1
6159,11.7,36.9,45.2,7.3
6160,131.7,18.4,34.6,12.9
6161,172.5,18.1,30.7,14.4
6162,85.7,35.8,49.3,13.3
6163,188.4,18.1,25.6,14.9
6164,163.5,36.8,7.4,18
6165,117.2,14.7,5.4,11.9
6166,234.5,3.4,84.8,11.9
6167,17.9,37.6,21.6,8
6168,206.8,5.2,19.4,12.2
6169,215.4,23.6,57.6,17.1
6170,284.3,10.6,6.4,15
6171,50,11.6,18.4,8.4
6172,164.5,20.9,47.4,14.5
6173,19.6,20.1,17,7.6
6174,168.4,7.1,12.8,11.7
6175,222.4,3.4,13.1,11.5
6176,276.9,48.9,41.8,27
6177,248.4,30.2,20.3,20.2
6178,170.2,7.8,35.2,11.7
6179,276.7,2.3,23.7,11.8
6180,165.6,10,17.6,12.6
6181,156.6,2.6,8.3,10.5
6182,218.5,5.4,27.4,12.2
6183,56.2,5.7,29.7,8.7
6184,287.6,43,71.8,26.2
6185,253.8,21.3,30,17.6
6186,205,45.1,19.6,22.6
6187,139.5,2.1,26.6,10.3
6188,191.1,28.7,18.2,17.3
6189,286,13.9,3.7,15.9
6190,18.7,12.1,23.4,6.7
6191,39.5,41.1,5.8,10.8
6192,75.5,10.8,6,9.9
6193,17.2,4.1,31.6,5.9
6194,166.8,42,3.6,19.6
6195,149.7,35.6,6,17.3
6196,38.2,3.7,13.8,7.6
6197,94.2,4.9,8.1,9.7
6198,177,9.3,6.4,12.8
6199,283.6,42,66.2,25.5
6200,232.1,8.6,8.7,13.4
6201,230.1,37.8,69.2,22.1
6202,44.5,39.3,45.1,10.4
6203,17.2,45.9,69.3,9.3
6204,151.5,41.3,58.5,18.5
6205,180.8,10.8,58.4,12.9
6206,8.7,48.9,75,7.2
6207,57.5,32.8,23.5,11.8
6208,120.2,19.6,11.6,13.2
6209,8.6,2.1,1,4.8
6210,199.8,2.6,21.2,10.6
6211,66.1,5.8,24.2,8.6
6212,214.7,24,4,17.4
6213,23.8,35.1,65.9,9.2
6214,97.5,7.6,7.2,9.7
6215,204.1,32.9,46,19
6216,195.4,47.7,52.9,22.4
6217,67.8,36.6,114,12.5
6218,281.4,39.6,55.8,24.4
6219,69.2,20.5,18.3,11.3
6220,147.3,23.9,19.1,14.6
6221,218.4,27.7,53.4,18
6222,237.4,5.1,23.5,12.5
6223,13.2,15.9,49.6,5.6
6224,228.3,16.9,26.2,15.5
6225,62.3,12.6,18.3,9.7
6226,262.9,3.5,19.5,12
6227,142.9,29.3,12.6,15
6228,240.1,16.7,22.9,15.9
6229,248.8,27.1,22.9,18.9
6230,70.6,16,40.8,10.5
6231,292.9,28.3,43.2,21.4
6232,112.9,17.4,38.6,11.9
6233,97.2,1.5,30,9.6
6234,265.6,20,0.3,17.4
6235,95.7,1.4,7.4,9.5
6236,290.7,4.1,8.5,12.8
6237,266.9,43.8,5,25.4
6238,74.7,49.4,45.7,14.7
6239,43.1,26.7,35.1,10.1
6240,228,37.7,32,21.5
6241,202.5,22.3,31.6,16.6
6242,177,33.4,38.7,17.1
6243,293.6,27.7,1.8,20.7
6244,206.9,8.4,26.4,12.9
6245,25.1,25.7,43.3,8.5
6246,175.1,22.5,31.5,14.9
6247,89.7,9.9,35.7,10.6
6248,239.9,41.5,18.5,23.2
6249,227.2,15.8,49.9,14.8
6250,66.9,11.7,36.8,9.7
6251,199.8,3.1,34.6,11.4
6252,100.4,9.6,3.6,10.7
6253,216.4,41.7,39.6,22.6
6254,182.6,46.2,58.7,21.2
6255,262.7,28.8,15.9,20.2
6256,198.9,49.4,60,23.7
6257,7.3,28.1,41.4,5.5
6258,136.2,19.2,16.6,13.2
6259,210.8,49.6,37.7,23.8
6260,210.7,29.5,9.3,18.4
6261,53.5,2,21.4,8.1
6262,261.3,42.7,54.7,24.2
6263,239.3,15.5,27.3,15.7
6264,102.7,29.6,8.4,14
6265,131.1,42.8,28.9,18
6266,69,9.3,0.9,9.3
6267,31.5,24.6,2.2,9.5
6268,139.3,14.5,10.2,13.4
6269,237.4,27.5,11,18.9
6270,216.8,43.9,27.2,22.3
6271,199.1,30.6,38.7,18.3
6272,109.8,14.3,31.7,12.4
6273,26.8,33,19.3,8.8
6274,129.4,5.7,31.3,11
6275,213.4,24.6,13.1,17
6276,16.9,43.7,89.4,8.7
6277,27.5,1.6,20.7,6.9
6278,120.5,28.5,14.2,14.2
6279,5.4,29.9,9.4,5.3
6280,116,7.7,23.1,11
6281,76.4,26.7,22.3,11.8
6282,239.8,4.1,36.9,12.3
6283,75.3,20.3,32.5,11.3
6284,68.4,44.5,35.6,13.6
6285,213.5,43,33.8,21.7
6286,193.2,18.4,65.7,15.2
6287,76.3,27.5,16,12
6288,110.7,40.6,63.2,16
6289,88.3,25.5,73.4,12.9
6290,109.8,47.8,51.4,16.7
6291,134.3,4.9,9.3,11.2
6292,28.6,1.5,33,7.3
6293,217.7,33.5,59,19.4
6294,250.9,36.5,72.3,22.2
6295,107.4,14,10.9,11.5
6296,163.3,31.6,52.9,16.9
6297,197.6,3.5,5.9,11.7
6298,184.9,21,22,15.5
6299,289.7,42.3,51.2,25.4
6300,135.2,41.7,45.9,17.2
6301,222.4,4.3,49.8,11.7
6302,296.4,36.3,100.9,23.8
6303,280.2,10.1,21.4,14.8
6304,187.9,17.2,17.9,14.7
6305,238.2,34.3,5.3,20.7
6306,137.9,46.4,59,19.2
6307,25,11,29.7,7.2
6308,90.4,0.3,23.2,8.7
6309,13.1,0.4,25.6,5.3
6310,255.4,26.9,5.5,19.8
6311,225.8,8.2,56.5,13.4
6312,241.7,38,23.2,21.8
6313,175.7,15.4,2.4,14.1
6314,209.6,20.6,10.7,15.9
6315,78.2,46.8,34.5,14.6
6316,75.1,35,52.7,12.6
6317,139.2,14.3,25.6,12.2
6318,76.4,0.8,14.8,9.4
6319,125.7,36.9,79.2,15.9
6320,19.4,16,22.3,6.6
6321,141.3,26.8,46.2,15.5
6322,18.8,21.7,50.4,7
6323,224,2.4,15.6,11.6
6324,123.1,34.6,12.4,15.2
6325,229.5,32.3,74.2,19.7
6326,87.2,11.8,25.9,10.6
6327,7.8,38.9,50.6,6.6
6328,80.2,0,9.2,8.8
6329,220.3,49,3.2,24.7
6330,59.6,12,43.1,9.7
6331,0.7,39.6,8.7,1.6
6332,265.2,2.9,43,12.7
6333,8.4,27.2,2.1,5.7
6334,219.8,33.5,45.1,19.6
6335,36.9,38.6,65.6,10.8
6336,48.3,47,8.5,11.6
6337,25.6,39,9.3,9.5
6338,273.7,28.9,59.7,20.8
6339,43,25.9,20.5,9.6
6340,184.9,43.9,1.7,20.7
6341,73.4,17,12.9,10.9
6342,193.7,35.4,75.6,19.2
6343,220.5,33.2,37.9,20.1
6344,104.6,5.7,34.4,10.4
6345,96.2,14.8,38.9,11.4
6346,140.3,1.9,9,10.3
6347,240.1,7.3,8.7,13.2
6348,243.2,49,44.3,25.4
6349,38,40.3,11.9,10.9
6350,44.7,25.8,20.6,10.1
6351,280.7,13.9,37,16.1
6352,121,8.4,48.7,11.6
6353,197.6,23.3,14.2,16.6
6354,171.3,39.7,37.7,19
6355,187.8,21.1,9.5,15.6
6356,4.1,11.6,5.7,3.2
6357,93.9,43.5,50.5,15.3
6358,149.8,1.3,24.3,10.1
6359,11.7,36.9,45.2,7.3
6360,131.7,18.4,34.6,12.9
6361,172.5,18.1,30.7,14.4
6362,85.7,35.8,49.3,13.3
6363,188.4,18.1,25.6,14.9
6364,163.5,36.8,7.4,18
6365,117.2,14.7,5.4,11.9
6366,234.5,3.4,84.8,11.9
6367,17.9,37.6,21.6,8
6368,206.8,5.2,19.4,12.2
6369,215.4,23.6,57.6,17.1
6370,284.3,10.6,6.4,15
6371,50,11.6,18.4,8.4
6372,164.5,20.9,47.4,14.5
6373,19.6,20.1,17,7.6
6374,168.4,7.1,12.8,11.7
6375,222.4,3.4,13.1,11.5
6376,276.9,48.9,41.8,27
6377,248.4,30.2,20.3,20.2
6378,170.2,7.8,35.2,11.7
6379,276.7,2.3,23.7,11.8
6380,165.6,10,17.6,12.6
6381,156.6,2.6,8.3,10.5
6382,218.5,5.4,27.4,12.2
6383,56.2,5.7,29.7,8.7
6384,287.6,43,71.8,26.2
6385,253.8,21.3,30,17.6
6386,205,45.1,19.6,22.6
6387,139.5,2.1,26.6,10.3
6388,191.1,28.7,18.2,17.3
6389,286,13.9,3.7,15.9
6390,18.7,12.1,23.4,6.7
6391,39.5,41.1,5.8,10.8
6392,75.5,10.8,6,9.9
6393,17.2,4.1,31.6,5.9
6394,166.8,42,3.6,19.6
6395,149.7,35.6,6,17.3
6396,38.2,3.7,13.8,7.6
6397,94.2,4.9,8.1,9.7
6398,177,9.3,6.4,12.8
6399,283.6,42,66.2,25.5
6400,232.1,8.6,8.7,13.4
6401,230.1,37.8,69.2,22.1
6402,44.5,39.3,45.1,10.4
6403,17.2,45.9,69.3,9.3
6404,151.5,41.3,58.5,18.5
6405,180.8,10.8,58.4,12.9
6406,8.7,48.9,75,7.2
6407,57.5,32.8,23.5,11.8
6408,120.2,19.6,11.6,13.2
6409,8.6,2.1,1,4.8
6410,199.8,2.6,21.2,10.6
6411,66.1,5.8,24.2,8.6
6412,214.7,24,4,17.4
6413,23.8,35.1,65.9,9.2
6414,97.5,7.6,7.2,9.7
6415,204.1,32.9,46,19
6416,195.4,47.7,52.9,22.4
6417,67.8,36.6,114,12.5
6418,281.4,39.6,55.8,24.4
6419,69.2,20.5,18.3,11.3
6420,147.3,23.9,19.1,14.6
6421,218.4,27.7,53.4,18
6422,237.4,5.1,23.5,12.5
6423,13.2,15.9,49.6,5.6
6424,228.3,16.9,26.2,15.5
6425,62.3,12.6,18.3,9.7
6426,262.9,3.5,19.5,12
6427,142.9,29.3,12.6,15
6428,240.1,16.7,22.9,15.9
6429,248.8,27.1,22.9,18.9
6430,70.6,16,40.8,10.5
6431,292.9,28.3,43.2,21.4
6432,112.9,17.4,38.6,11.9
6433,97.2,1.5,30,9.6
6434,265.6,20,0.3,17.4
6435,95.7,1.4,7.4,9.5
6436,290.7,4.1,8.5,12.8
6437,266.9,43.8,5,25.4
6438,74.7,49.4,45.7,14.7
6439,43.1,26.7,35.1,10.1
6440,228,37.7,32,21.5
6441,202.5,22.3,31.6,16.6
6442,177,33.4,38.7,17.1
6443,293.6,27.7,1.8,20.7
6444,206.9,8.4,26.4,12.9
6445,25.1,25.7,43.3,8.5
6446,175.1,22.5,31.5,14.9
6447,89.7,9.9,35.7,10.6
6448,239.9,41.5,18.5,23.2
6449,227.2,15.8,49.9,14.8
6450,66.9,11.7,36.8,9.7
6451,199.8,3.1,34.6,11.4
6452,100.4,9.6,3.6,10.7
6453,216.4,41.7,39.6,22.6
6454,182.6,46.2,58.7,21.2
6455,262.7,28.8,15.9,20.2
6456,198.9,49.4,60,23.7
6457,7.3,28.1,41.4,5.5
6458,136.2,19.2,16.6,13.2
6459,210.8,49.6,37.7,23.8
6460,210.7,29.5,9.3,18.4
6461,53.5,2,21.4,8.1
6462,261.3,42.7,54.7,24.2
6463,239.3,15.5,27.3,15.7
6464,102.7,29.6,8.4,14
6465,131.1,42.8,28.9,18
6466,69,9.3,0.9,9.3
6467,31.5,24.6,2.2,9.5
6468,139.3,14.5,10.2,13.4
6469,237.4,27.5,11,18.9
6470,216.8,43.9,27.2,22.3
6471,199.1,30.6,38.7,18.3
6472,109.8,14.3,31.7,12.4
6473,26.8,33,19.3,8.8
6474,129.4,5.7,31.3,11
6475,213.4,24.6,13.1,17
6476,16.9,43.7,89.4,8.7
6477,27.5,1.6,20.7,6.9
6478,120.5,28.5,14.2,14.2
6479,5.4,29.9,9.4,5.3
6480,116,7.7,23.1,11
6481,76.4,26.7,22.3,11.8
6482,239.8,4.1,36.9,12.3
6483,75.3,20.3,32.5,11.3
6484,68.4,44.5,35.6,13.6
6485,213.5,43,33.8,21.7
6486,193.2,18.4,65.7,15.2
6487,76.3,27.5,16,12
6488,110.7,40.6,63.2,16
6489,88.3,25.5,73.4,12.9
6490,109.8,47.8,51.4,16.7
6491,134.3,4.9,9.3,11.2
6492,28.6,1.5,33,7.3
6493,217.7,33.5,59,19.4
6494,250.9,36.5,72.3,22.2
6495,107.4,14,10.9,11.5
6496,163.3,31.6,52.9,16.9
6497,197.6,3.5,5.9,11.7
6498,184.9,21,22,15.5
6499,289.7,42.3,51.2,25.4
6500,135.2,41.7,45.9,17.2
6501,222.4,4.3,49.8,11.7
6502,296.4,36.3,100.9,23.8
6503,280.2,10.1,21.4,14.8
6504,187.9,17.2,17.9,14.7
6505,238.2,34.3,5.3,20.7
6506,137.9,46.4,59,19.2
6507,25,11,29.7,7.2
6508,90.4,0.3,23.2,8.7
6509,13.1,0.4,25.6,5.3
6510,255.4,26.9,5.5,19.8
6511,225.8,8.2,56.5,13.4
6512,241.7,38,23.2,21.8
6513,175.7,15.4,2.4,14.1
6514,209.6,20.6,10.7,15.9
6515,78.2,46.8,34.5,14.6
6516,75.1,35,52.7,12.6
6517,139.2,14.3,25.6,12.2
6518,76.4,0.8,14.8,9.4
6519,125.7,36.9,79.2,15.9
6520,19.4,16,22.3,6.6
6521,141.3,26.8,46.2,15.5
6522,18.8,21.7,50.4,7
6523,224,2.4,15.6,11.6
6524,123.1,34.6,12.4,15.2
6525,229.5,32.3,74.2,19.7
6526,87.2,11.8,25.9,10.6
6527,7.8,38.9,50.6,6.6
6528,80.2,0,9.2,8.8
6529,220.3,49,3.2,24.7
6530,59.6,12,43.1,9.7
6531,0.7,39.6,8.7,1.6
6532,265.2,2.9,43,12.7
6533,8.4,27.2,2.1,5.7
6534,219.8,33.5,45.1,19.6
6535,36.9,38.6,65.6,10.8
6536,48.3,47,8.5,11.6
6537,25.6,39,9.3,9.5
6538,273.7,28.9,59.7,20.8
6539,43,25.9,20.5,9.6
6540,184.9,43.9,1.7,20.7
6541,73.4,17,12.9,10.9
6542,193.7,35.4,75.6,19.2
6543,220.5,33.2,37.9,20.1
6544,104.6,5.7,34.4,10.4
6545,96.2,14.8,38.9,11.4
6546,140.3,1.9,9,10.3
6547,240.1,7.3,8.7,13.2
6548,243.2,49,44.3,25.4
6549,38,40.3,11.9,10.9
6550,44.7,25.8,20.6,10.1
6551,280.7,13.9,37,16.1
6552,121,8.4,48.7,11.6
6553,197.6,23.3,14.2,16.6
6554,171.3,39.7,37.7,19
6555,187.8,21.1,9.5,15.6
6556,4.1,11.6,5.7,3.2
6557,93.9,43.5,50.5,15.3
6558,149.8,1.3,24.3,10.1
6559,11.7,36.9,45.2,7.3
6560,131.7,18.4,34.6,12.9
6561,172.5,18.1,30.7,14.4
6562,85.7,35.8,49.3,13.3
6563,188.4,18.1,25.6,14.9
6564,163.5,36.8,7.4,18
6565,117.2,14.7,5.4,11.9
6566,234.5,3.4,84.8,11.9
6567,17.9,37.6,21.6,8
6568,206.8,5.2,19.4,12.2
6569,215.4,23.6,57.6,17.1
6570,284.3,10.6,6.4,15
6571,50,11.6,18.4,8.4
6572,164.5,20.9,47.4,14.5
6573,19.6,20.1,17,7.6
6574,168.4,7.1,12.8,11.7
6575,222.4,3.4,13.1,11.5
6576,276.9,48.9,41.8,27
6577,248.4,30.2,20.3,20.2
6578,170.2,7.8,35.2,11.7
6579,276.7,2.3,23.7,11.8
6580,165.6,10,17.6,12.6
6581,156.6,2.6,8.3,10.5
6582,218.5,5.4,27.4,12.2
6583,56.2,5.7,29.7,8.7
6584,287.6,43,71.8,26.2
6585,253.8,21.3,30,17.6
6586,205,45.1,19.6,22.6
6587,139.5,2.1,26.6,10.3
6588,191.1,28.7,18.2,17.3
6589,286,13.9,3.7,15.9
6590,18.7,12.1,23.4,6.7
6591,39.5,41.1,5.8,10.8
6592,75.5,10.8,6,9.9
6593,17.2,4.1,31.6,5.9
6594,166.8,42,3.6,19.6
6595,149.7,35.6,6,17.3
6596,38.2,3.7,13.8,7.6
6597,94.2,4.9,8.1,9.7
6598,177,9.3,6.4,12.8
6599,283.6,42,66.2,25.5
6600,232.1,8.6,8.7,13.4
6601,230.1,37.8,69.2,22.1
6602,44.5,39.3,45.1,10.4
6603,17.2,45.9,69.3,9.3
6604,151.5,41.3,58.5,18.5
6605,180.8,10.8,58.4,12.9
6606,8.7,48.9,75,7.2
6607,57.5,32.8,23.5,11.8
6608,120.2,19.6,11.6,13.2
6609,8.6,2.1,1,4.8
6610,199.8,2.6,21.2,10.6
6611,66.1,5.8,24.2,8.6
6612,214.7,24,4,17.4
6613,23.8,35.1,65.9,9.2
6614,97.5,7.6,7.2,9.7
6615,204.1,32.9,46,19
6616,195.4,47.7,52.9,22.4
6617,67.8,36.6,114,12.5
6618,281.4,39.6,55.8,24.4
6619,69.2,20.5,18.3,11.3
6620,147.3,23.9,19.1,14.6
6621,218.4,27.7,53.4,18
6622,237.4,5.1,23.5,12.5
6623,13.2,15.9,49.6,5.6
6624,228.3,16.9,26.2,15.5
6625,62.3,12.6,18.3,9.7
6626,262.9,3.5,19.5,12
6627,142.9,29.3,12.6,15
6628,240.1,16.7,22.9,15.9
6629,248.8,27.1,22.9,18.9
6630,70.6,16,40.8,10.5
6631,292.9,28.3,43.2,21.4
6632,112.9,17.4,38.6,11.9
6633,97.2,1.5,30,9.6
6634,265.6,20,0.3,17.4
6635,95.7,1.4,7.4,9.5
6636,290.7,4.1,8.5,12.8
6637,266.9,43.8,5,25.4
6638,74.7,49.4,45.7,14.7
6639,43.1,26.7,35.1,10.1
6640,228,37.7,32,21.5
6641,202.5,22.3,31.6,16.6
6642,177,33.4,38.7,17.1
6643,293.6,27.7,1.8,20.7
6644,206.9,8.4,26.4,12.9
6645,25.1,25.7,43.3,8.5
6646,175.1,22.5,31.5,14.9
6647,89.7,9.9,35.7,10.6
6648,239.9,41.5,18.5,23.2
6649,227.2,15.8,49.9,14.8
6650,66.9,11.7,36.8,9.7
6651,199.8,3.1,34.6,11.4
6652,100.4,9.6,3.6,10.7
6653,216.4,41.7,39.6,22.6
6654,182.6,46.2,58.7,21.2
6655,262.7,28.8,15.9,20.2
6656,198.9,49.4,60,23.7
6657,7.3,28.1,41.4,5.5
6658,136.2,19.2,16.6,13.2
6659,210.8,49.6,37.7,23.8
6660,210.7,29.5,9.3,18.4
6661,53.5,2,21.4,8.1
6662,261.3,42.7,54.7,24.2
6663,239.3,15.5,27.3,15.7
6664,102.7,29.6,8.4,14
6665,131.1,42.8,28.9,18
6666,69,9.3,0.9,9.3
6667,31.5,24.6,2.2,9.5
6668,139.3,14.5,10.2,13.4
6669,237.4,27.5,11,18.9
6670,216.8,43.9,27.2,22.3
6671,199.1,30.6,38.7,18.3
6672,109.8,14.3,31.7,12.4
6673,26.8,33,19.3,8.8
6674,129.4,5.7,31.3,11
6675,213.4,24.6,13.1,17
6676,16.9,43.7,89.4,8.7
6677,27.5,1.6,20.7,6.9
6678,120.5,28.5,14.2,14.2
6679,5.4,29.9,9.4,5.3
6680,116,7.7,23.1,11
6681,76.4,26.7,22.3,11.8
6682,239.8,4.1,36.9,12.3
6683,75.3,20.3,32.5,11.3
6684,68.4,44.5,35.6,13.6
6685,213.5,43,33.8,21.7
6686,193.2,18.4,65.7,15.2
6687,76.3,27.5,16,12
6688,110.7,40.6,63.2,16
6689,88.3,25.5,73.4,12.9
6690,109.8,47.8,51.4,16.7
6691,134.3,4.9,9.3,11.2
6692,28.6,1.5,33,7.3
6693,217.7,33.5,59,19.4
6694,250.9,36.5,72.3,22.2
6695,107.4,14,10.9,11.5
6696,163.3,31.6,52.9,16.9
6697,197.6,3.5,5.9,11.7
6698,184.9,21,22,15.5
6699,289.7,42.3,51.2,25.4
6700,135.2,41.7,45.9,17.2
6701,222.4,4.3,49.8,11.7
6702,296.4,36.3,100.9,23.8
6703,280.2,10.1,21.4,14.8
6704,187.9,17.2,17.9,14.7
6705,238.2,34.3,5.3,20.7
6706,137.9,46.4,59,19.2
6707,25,11,29.7,7.2
6708,90.4,0.3,23.2,8.7
6709,13.1,0.4,25.6,5.3
6710,255.4,26.9,5.5,19.8
6711,225.8,8.2,56.5,13.4
6712,241.7,38,23.2,21.8
6713,175.7,15.4,2.4,14.1
6714,209.6,20.6,10.7,15.9
6715,78.2,46.8,34.5,14.6
6716,75.1,35,52.7,12.6
6717,139.2,14.3,25.6,12.2
6718,76.4,0.8,14.8,9.4
6719,125.7,36.9,79.2,15.9
6720,19.4,16,22.3,6.6
6721,141.3,26.8,46.2,15.5
6722,18.8,21.7,50.4,7
6723,224,2.4,15.6,11.6
6724,123.1,34.6,12.4,15.2
6725,229.5,32.3,74.2,19.7
6726,87.2,11.8,25.9,10.6
6727,7.8,38.9,50.6,6.6
6728,80.2,0,9.2,8.8
6729,220.3,49,3.2,24.7
6730,59.6,12,43.1,9.7
6731,0.7,39.6,8.7,1.6
6732,265.2,2.9,43,12.7
6733,8.4,27.2,2.1,5.7
6734,219.8,33.5,45.1,19.6
6735,36.9,38.6,65.6,10.8
6736,48.3,47,8.5,11.6
6737,25.6,39,9.3,9.5
6738,273.7,28.9,59.7,20.8
6739,43,25.9,20.5,9.6
6740,184.9,43.9,1.7,20.7
6741,73.4,17,12.9,10.9
6742,193.7,35.4,75.6,19.2
6743,220.5,33.2,37.9,20.1
6744,104.6,5.7,34.4,10.4
6745,96.2,14.8,38.9,11.4
6746,140.3,1.9,9,10.3
6747,240.1,7.3,8.7,13.2
6748,243.2,49,44.3,25.4
6749,38,40.3,11.9,10.9
6750,44.7,25.8,20.6,10.1
6751,280.7,13.9,37,16.1
6752,121,8.4,48.7,11.6
6753,197.6,23.3,14.2,16.6
6754,171.3,39.7,37.7,19
6755,187.8,21.1,9.5,15.6
6756,4.1,11.6,5.7,3.2
6757,93.9,43.5,50.5,15.3
6758,149.8,1.3,24.3,10.1
6759,11.7,36.9,45.2,7.3
6760,131.7,18.4,34.6,12.9
6761,172.5,18.1,30.7,14.4
6762,85.7,35.8,49.3,13.3
6763,188.4,18.1,25.6,14.9
6764,163.5,36.8,7.4,18
